participant,answer,arrow_to,rep,trial,max_alpha,jitter,trial_start,trial_end,exitflag,response,rt,eyes_1,eyes_2,version,seed,rt_robo
24,\LEFT,left,3,1,0.6,11,2682333.44273102,2682338.29615695,OK,LeftArrow,4.73228171281517,1,0,68255c2,1621559006,0.2
24,\LEFT,left,6,2,0.6,6,2682341.46822696,2682344.47988979,OK,LeftArrow,2.89854173921049,1,0,68255c2,1621559006,0.2
24,\RIGHT,right,2,3,0.6,3,2682347.38207997,2682350.94440733,OK,RightArrow,3.40837491024286,0,1,68255c2,1621559006,0.2
24,\RIGHT,right,5,4,0.6,4,2682353.15583659,2682355.21717223,OK,RightArrow,1.87429544748738,0,1,68255c2,1621559006,0.2
24,\LEFT,right,9,5,0.6,7,2682357.69879161,2682359.67007917,OK,LeftArrow,1.83523291675374,0,1,68255c2,1621559006,0.2
24,\LEFT,left,4,6,0.6,8,2682361.62135114,2682363.85279839,OK,LeftArrow,2.05636630393565,1,0,68255c2,1621559006,0.2
24,\LEFT,left,8,7,0.6,6,2682365.99419666,2682368.15559813,OK,LeftArrow,2.04343782644719,1,0,68255c2,1621559006,0.2
24,\RIGHT,left,5,8,0.6,11,2682369.94677202,2682373.14885996,OK,RightArrow,3.02669428382069,1,0,68255c2,1621559006,0.2
24,\LEFT,right,1,9,0.6,6,2682375.36031457,2682377.8018868,OK,LeftArrow,2.2609203546308,0,1,68255c2,1621559006,0.2
24,\LEFT,right,3,10,0.6,1,2682379.43295203,2682381.78448703,OK,LeftArrow,2.21207973966375,0,1,68255c2,1621559006,0.2
24,\RIGHT,right,4,11,0.6,2,2682390.04987384,2682391.92116016,OK,RightArrow,1.7386978068389,0,1,68255c2,1621559006,0.2
24,\LEFT,left,2,12,0.6,6,2682393.48210596,2682395.62350574,OK,LeftArrow,1.97816336574033,1,0,68255c2,1621559006,0.2
24,\RIGHT,left,2,13,0.6,11,2682397.07445247,2682399.30590063,OK,RightArrow,2.10571462800726,1,0,68255c2,1621559006,0.2
24,\LEFT,right,10,14,0.6,7,2682400.83690063,2682403.27817553,OK,LeftArrow,2.34304762678221,0,1,68255c2,1621559006,0.2
24,\RIGHT,right,6,15,0.6,9,2682404.65939735,2682407.39115807,OK,RightArrow,2.60043091885746,0,1,68255c2,1621559006,0.2
24,\LEFT,left,5,16,0.6,9,2682408.67201281,2682410.8334176,OK,LeftArrow,2.003659310285,1,0,68255c2,1621559006,0.2
24,\RIGHT,left,3,17,0.6,9,2682412.70466317,2682415.14623177,OK,RightArrow,2.28280588798225,1,0,68255c2,1621559006,0.2
24,\LEFT,left,1,18,0.6,4,2682416.85734695,2682418.63849675,OK,LeftArrow,1.60995907196775,1,0,68255c2,1621559006,0.2
24,\RIGHT,right,3,19,0.6,2,2682420.1895238,2682421.59044184,OK,RightArrow,1.2856867313385,0,1,68255c2,1621559006,0.2
24,\RIGHT,right,8,20,0.6,2,2682423.18148557,2682424.86227101,OK,RightArrow,1.5735543188639,0,1,68255c2,1621559006,0.2
24,\RIGHT,left,6,21,0.6,5,2682429.41558517,2682431.39682769,OK,RightArrow,1.7950176266022,1,0,68255c2,1621559006,0.2
24,\LEFT,right,8,22,0.6,4,2682432.75774144,2682434.60860407,OK,LeftArrow,1.68482990376651,0,1,68255c2,1621559006,0.2
24,\RIGHT,left,9,23,0.6,2,2682435.97982112,2682437.30067804,OK,RightArrow,1.14262256352231,1,0,68255c2,1621559006,0.2
24,\RIGHT,left,10,24,0.6,5,2682438.78165177,2682441.03311702,OK,RightArrow,2.06861984869465,1,0,68255c2,1621559006,0.2
24,\LEFT,right,2,25,0.6,10,2682442.66417984,2682445.77620642,OK,LeftArrow,2.97785578249022,0,1,68255c2,1621559006,0.2
24,\LEFT,right,6,26,0.6,1,2682447.27714623,2682448.95796547,OK,LeftArrow,1.57270069094375,0,1,68255c2,1621559006,0.2
24,\RIGHT,right,7,27,0.6,6,2682450.49929171,2682452.1800699,OK,RightArrow,1.54246391169727,0,1,68255c2,1621559006,0.2
24,\RIGHT,left,1,28,0.6,4,2682453.93154255,2682456.67331891,OK,RightArrow,2.55797772295773,1,0,68255c2,1621559006,0.2
24,\RIGHT,left,8,29,0.6,2,2682458.12426594,2682459.80504353,OK,RightArrow,1.51708931010216,1,0,68255c2,1621559006,0.2
24,\RIGHT,right,1,30,0.6,5,2682462.4570978,2682464.70856124,OK,RightArrow,2.0960071766749,0,1,68255c2,1621559006,0.2
24,\LEFT,right,4,31,0.6,8,2682468.29057638,2682470.93262316,OK,LeftArrow,2.51030586613342,0,1,68255c2,1621559006,0.2
24,\LEFT,left,7,32,0.6,1,2682472.45361598,2682474.70508546,OK,LeftArrow,2.08305606013164,1,0,68255c2,1621559006,0.2
24,\LEFT,left,10,33,0.6,9,2682476.21608286,2682479.03791249,OK,LeftArrow,2.6883868877776,1,0,68255c2,1621559006,0.2
24,\LEFT,right,5,34,0.6,6,2682480.54889932,2682483.75067305,OK,LeftArrow,3.05942765297368,0,1,68255c2,1621559006,0.2
24,\RIGHT,left,4,35,0.6,6,2682485.17191908,2682488.47406985,OK,RightArrow,3.1961134574376,1,0,68255c2,1621559006,0.2
24,\RIGHT,left,7,36,0.6,3,2682490.31495397,2682492.86693879,OK,RightArrow,2.43682655692101,1,0,68255c2,1621559006,0.2
24,\RIGHT,right,10,37,0.6,4,2682494.38793795,2682496.54934727,OK,RightArrow,2.0036345589906,0,1,68255c2,1621559006,0.2
24,\LEFT,left,9,38,0.6,5,2682498.01029907,2682500.45189122,OK,LeftArrow,2.29318616027012,1,0,68255c2,1621559006,0.2
24,\RIGHT,right,9,39,0.6,9,2682501.91285812,2682505.6853032,OK,RightArrow,3.6383597063832,0,1,68255c2,1621559006,0.2
24,\LEFT,right,7,40,0.6,1,2682509.11754287,2682511.46910353,OK,LeftArrow,2.16939562931657,0,1,68255c2,1621559006,0.2
